engine_capacity,insurance,transmission_type,kms_driven,owner_type,fuel_type,seats,body_type,city,mileage_numeric,car_age,price_in_lakhs,brand,model
1197.0,Comprehensive,Manual,86919.0,Second Owner,Petrol,5,Hatchback,Delhi,21.4,9,6.55,Maruti,Baleno
999.0,Third Party insurance,Manual,51642.0,Second Owner,Petrol,5,Hatchback,Delhi,17.74,9,5.47,Volkswagen,Polo
1197.0,Third Party insurance,Manual,36888.0,Second Owner,Petrol,5,Sedan,Delhi,22.41,9,3.78,Maruti,Swift
1197.0,Comprehensive,Automatic,57129.0,First Owner,Petrol,5,Hatchback,Delhi,21.4,9,5.87,Maruti,Baleno
1598.0,Third Party insurance,Automatic,61100.0,First Owner,Petrol,5,Sedan,Delhi,14.4,9,3.54,Volkswagen,Vento
998.0,Zero Dep,Manual,41583.0,First Owner,CNG,5,Hatchback,Delhi,35.6,9,4.7,Maruti,Celerio
2179.0,Third Party insurance,Manual,100000.0,First Owner,Diesel,7,SUV,Gurgaon,15.1,12,5.67,Mahindra,XUV500
1498.0,Third Party insurance,Manual,70000.0,Second Owner,Diesel,5,SUV,Delhi,23.0,6,8.5,Ford,Ecosport
1586.0,Third Party insurance,Manual,110000.0,Third Owner,Petrol,5,Sedan,Delhi,15.0,16,1.6,Maruti,SX4
1197.0,Third Party insurance,Automatic,20000.0,First Owner,Petrol,5,Sedan,Delhi,22.61,4,7.5,Maruti,Swift
2497.0,Third Party insurance,Automatic,70000.0,Second Owner,Petrol,5,Sedan,Gurgaon,10.9,16,2.5,BMW,3
1461.0,Third Party insurance,Manual,70000.0,First Owner,Diesel,5,SUV,Delhi,20.45,11,4.13,Renault,Duster
1461.0,Third Party insurance,Manual,100000.0,Second Owner,Diesel,5,SUV,Delhi,19.01,11,4.0,Nissan,Terrano
1197.0,Third Party insurance,Manual,120000.0,First Owner,Petrol,5,Hatchback,Delhi,20.36,13,2.5,Hyundai,i10
998.0,Zero Dep,Manual,58860.0,First Owner,CNG,5,Hatchback,Delhi,30.47,9,5.16,Maruti,Celerio
1591.0,Comprehensive,Manual,104996.0,Second Owner,Petrol,5,Sedan,Delhi,17.01,9,6.1,Hyundai,Verna
1199.0,Third Party insurance,Manual,57336.0,Second Owner,Petrol,5,Hatchback,Delhi,23.84,9,3.53,Tata,Tiago
1197.0,Comprehensive,Manual,45242.0,First Owner,Petrol,5,Hatchback,Delhi,21.4,9,4.63,Maruti,Baleno
998.0,Zero Dep,Manual,62230.0,First Owner,CNG,5,Hatchback,Delhi,33.54,9,4.92,Maruti,Wagon
1197.0,Comprehensive,Manual,41173.0,First Owner,Petrol,5,Hatchback,Delhi,18.6,9,5.15,Hyundai,i20
998.0,Comprehensive,Manual,65935.0,First Owner,Petrol,5,Hatchback,Delhi,21.7,9,4.37,Maruti,S-Presso
1198.0,Comprehensive,Manual,62769.0,Second Owner,Petrol,5,Hatchback,Delhi,16.47,9,2.29,Volkswagen,Polo
1198.0,Third Party insurance,Automatic,60000.0,First Owner,Petrol,5,Hatchback,Delhi,19.34,12,2.95,Nissan,Micra
1198.0,Third Party insurance,Manual,80000.0,Second Owner,Petrol,5,Sedan,Delhi,18.0,10,3.49,Honda,Amaze
1586.0,Third Party insurance,Automatic,80000.0,First Owner,Petrol,5,Sedan,Delhi,12.6,15,2.35,Maruti,SX4
1248.0,Third Party insurance,Manual,90000.0,First Owner,Diesel,5,Sedan,Delhi,28.09,9,4.4,Maruti,Ciaz
1461.0,Third Party insurance,Manual,120000.0,Second Owner,Diesel,5,SUV,Delhi,19.01,11,3.3,Renault,Duster
1248.0,Third Party insurance,Manual,50000.0,First Owner,Diesel,5,SUV,Delhi,25.1,6,8.0,Maruti,SX4
1248.0,Third Party insurance,Manual,80000.0,Second Owner,Diesel,5,Sedan,Delhi,26.59,10,4.0,Maruti,Swift
998.0,Zero Dep,Manual,23393.0,First Owner,Petrol,5,Hatchback,Delhi,21.7,9,4.36,Maruti,S-Presso
1197.0,Third Party insurance,Automatic,43457.0,Second Owner,Petrol,5,Sedan,Delhi,21.21,9,5.62,Maruti,Swift
998.0,Comprehensive,Manual,26032.0,First Owner,CNG,5,Hatchback,Delhi,32.52,9,5.99,Maruti,Wagon
1197.0,Comprehensive,Manual,54833.0,First Owner,Petrol,5,Sedan,Delhi,19.1,9,4.5,Hyundai,Xcent
1591.0,Zero Dep,Automatic,41610.0,First Owner,Petrol,5,SUV,Delhi,13.0,9,9.59,Hyundai,Creta
1197.0,Zero Dep,Manual,102887.0,First Owner,Petrol,5,Hatchback,Delhi,20.4,9,4.94,Maruti,Swift
1462.0,Comprehensive,Manual,110646.0,First Owner,CNG,7,MUV,Delhi,26.11,9,6.1,Maruti,Ertiga
1197.0,Comprehensive,Manual,7724.0,First Owner,Petrol,5,Hatchback,Delhi,18.9,9,4.6,Hyundai,Grand
1199.0,Zero Dep,Manual,48244.0,First Owner,Petrol,5,Sedan,Delhi,19.5,9,4.9,Honda,Amaze
1197.0,Comprehensive,Manual,36495.0,First Owner,Petrol,5,Hatchback,Delhi,21.4,9,5.54,Maruti,Baleno
1198.0,Zero Dep,Manual,56232.0,First Owner,Petrol,5,SUV,Delhi,17.0,9,6.66,Tata,Nexon
1198.0,Third Party insurance,Manual,80000.0,Second Owner,Petrol,5,Hatchback,Delhi,16.47,15,1.95,Volkswagen,Polo
1498.0,Third Party insurance,Manual,60000.0,Second Owner,Diesel,5,Sedan,Delhi,25.1,11,5.0,Honda,City
1198.0,Third Party insurance,Manual,40000.0,Third Owner,Petrol,5,Hatchback,Delhi,19.49,11,1.5,Nissan,Micra
1197.0,Third Party insurance,Manual,100000.0,Second Owner,Petrol,5,Hatchback,Delhi,20.36,14,3.2,Hyundai,i10
1086.0,Zero Dep,Manual,39697.0,First Owner,CNG,5,Hatchback,Delhi,30.48,9,5.02,Hyundai,Santro
1197.0,Zero Dep,Manual,56187.0,First Owner,Petrol,5,Hatchback,Delhi,22.38,9,4.95,Maruti,Swift
998.0,Comprehensive,Manual,101391.0,First Owner,Petrol,5,Hatchback,Delhi,20.51,9,2.87,Maruti,Wagon
1198.0,Third Party insurance,Manual,115293.0,First Owner,Petrol,5,Sedan,Delhi,17.8,9,4.42,Honda,Amaze
1197.0,Comprehensive,Manual,82130.0,First Owner,Petrol,5,Hatchback,Delhi,20.36,9,1.96,Hyundai,i10
1197.0,Comprehensive,Manual,29937.0,Second Owner,Petrol,5,Hatchback,Delhi,20.4,9,4.55,Maruti,Swift
1086.0,Zero Dep,Manual,90292.0,First Owner,Petrol,5,Hatchback,Delhi,19.81,9,3.11,Hyundai,i10
1462.0,Third Party insurance,Manual,80000.0,First Owner,Petrol,5,Sedan,Delhi,20.65,5,8.0,Maruti,Ciaz
1086.0,Third Party insurance,Manual,20000.0,First Owner,Petrol,5,Hatchback,Delhi,20.3,6,4.5,Hyundai,Santro
1248.0,Third Party insurance,Manual,40000.0,First Owner,Diesel,5,SUV,Delhi,24.3,6,9.4,Maruti,Vitara
2179.0,Third Party insurance,Manual,90000.0,Third Owner,Diesel,7,SUV,Delhi,14.0,12,3.9,Tata,Safari
1248.0,Third Party insurance,Manual,90000.0,First Owner,Diesel,5,SUV,Delhi,23.65,9,5.25,Maruti,SX4
1462.0,Third Party insurance,Manual,40000.0,First Owner,Petrol,5,Sedan,Delhi,20.65,3,9.0,Maruti,Ciaz
1353.0,Third Party insurance,Manual,30000.0,First Owner,Petrol,5,SUV,Delhi,16.5,4,14.0,Kia,Seltos
799.0,Comprehensive,Manual,30154.0,First Owner,Petrol,5,Hatchback,Delhi,22.7,9,2.21,Datsun,RediGO
1197.0,Zero Dep,Automatic,81236.0,First Owner,Petrol,5,Hatchback,Delhi,20.89,9,5.01,Maruti,Ignis
1198.0,Comprehensive,Manual,62543.0,First Owner,Petrol,5,Sedan,Delhi,18.0,9,3.49,Honda,Amaze
1373.0,Comprehensive,Manual,31761.0,First Owner,Petrol,5,Sedan,Delhi,20.73,9,6.65,Maruti,Ciaz
1197.0,Comprehensive,Manual,88898.0,First Owner,Petrol,5,Hatchback,Delhi,22.38,9,1.99,Maruti,Swift
1199.0,Comprehensive,Manual,47914.0,First Owner,Petrol,5,Sedan,Delhi,19.5,9,5.82,Honda,Amaze
1199.0,Third Party insurance,Manual,50120.0,First Owner,CNG,5,Hatchback,Delhi,26.49,9,6.91,Tata,Tiago
1197.0,Third Party insurance,Manual,109004.0,First Owner,Petrol,5,Sedan,Delhi,19.1,9,3.34,Hyundai,Xcent
1199.0,Zero Dep,Automatic,18021.0,First Owner,Petrol,5,Hatchback,Delhi,23.84,9,5.63,Tata,Tiago
2523.0,Third Party insurance,Manual,60000.0,Second Owner,Diesel,7,MUV,Delhi,13.6,14,3.0,Mahindra,Bolero
2993.0,Third Party insurance,Automatic,60000.0,First Owner,Diesel,5,Sedan,Delhi,14.74,11,16.25,Jaguar,XF
1591.0,Third Party insurance,Manual,70000.0,Second Owner,Petrol,5,SUV,Delhi,13.0,10,7.85,Hyundai,Creta
1197.0,Third Party insurance,Manual,80000.0,Third Owner,Petrol,5,Hatchback,Delhi,17.0,15,2.5,Hyundai,i20
796.0,Third Party insurance,Manual,60000.0,First Owner,CNG,5,Hatchback,Delhi,33.44,7,3.5,Maruti,Alto
1197.0,Third Party insurance,Manual,70000.0,Second Owner,Petrol,5,Hatchback,Delhi,18.5,16,1.0,Hyundai,i20
1086.0,Third Party insurance,Manual,60000.0,Second Owner,Petrol,5,Hatchback,Delhi,19.81,12,2.4,Hyundai,i10
998.0,Comprehensive,Manual,79923.0,First Owner,CNG,5,Hatchback,Delhi,35.6,9,4.2,Maruti,Celerio
1496.0,Comprehensive,Manual,100955.0,Second Owner,Petrol,5,Sedan,Delhi,16.78,9,3.97,Toyota,Etios
1198.0,Third Party insurance,Manual,57938.0,Second Owner,Petrol,5,Sedan,Delhi,18.0,9,2.93,Honda,Amaze
1197.0,Comprehensive,Manual,44183.0,First Owner,Petrol,5,Hatchback,Delhi,21.4,9,5.35,Maruti,Baleno
1197.0,Third Party insurance,Manual,93736.0,First Owner,Petrol,5,Hatchback,Delhi,20.36,9,1.98,Hyundai,i10
1498.0,Zero Dep,Manual,60121.0,First Owner,Diesel,5,SUV,Delhi,23.0,9,7.48,Ford,Ecosport
1197.0,Zero Dep,Manual,67248.0,First Owner,Petrol,5,Hatchback,Delhi,18.6,9,5.22,Hyundai,i20
1197.0,Zero Dep,Automatic,107798.0,First Owner,Petrol,5,Hatchback,Delhi,20.89,9,4.58,Maruti,Ignis
1197.0,Comprehensive,Manual,31464.0,First Owner,Petrol,5,Hatchback,Delhi,20.52,9,5.41,Maruti,Wagon
1198.0,Comprehensive,Manual,60849.0,Second Owner,Petrol,5,Sedan,Delhi,18.0,9,3.7,Honda,Amaze
1197.0,Third Party insurance,Manual,60000.0,Second Owner,Petrol,5,Hatchback,Delhi,18.9,11,3.0,Hyundai,Grand
1461.0,Third Party insurance,Manual,120000.0,Second Owner,Diesel,5,SUV,Delhi,19.01,12,3.5,Renault,Duster
1497.0,Third Party insurance,Manual,50000.0,First Owner,Petrol,5,Sedan,Delhi,17.4,7,8.0,Honda,City
1248.0,Third Party insurance,Manual,90000.0,First Owner,Diesel,5,SUV,Delhi,23.65,9,5.25,Maruti,SX4
1248.0,Third Party insurance,Manual,50000.0,Second Owner,Diesel,7,MUV,Delhi,20.77,10,6.5,Maruti,Ertiga
1197.0,Third Party insurance,Manual,50000.0,First Owner,Petrol,5,Hatchback,Delhi,21.21,7,4.87,Maruti,Swift
1086.0,Third Party insurance,Manual,40000.0,First Owner,Petrol,5,Hatchback,Delhi,19.81,8,4.35,Hyundai,i10
1197.0,Comprehensive,Manual,39838.0,First Owner,Petrol,5,Hatchback,Delhi,20.36,9,1.9,Hyundai,i10
1197.0,Comprehensive,Manual,58193.0,First Owner,Petrol,5,Hatchback,Delhi,18.9,9,4.32,Hyundai,Grand
998.0,Comprehensive,Manual,87968.0,First Owner,Petrol,5,Hatchback,Delhi,18.9,9,1.87,Maruti,Wagon
998.0,Comprehensive,Manual,84518.0,First Owner,Petrol,5,Hatchback,Delhi,20.51,9,2.92,Maruti,Wagon
1197.0,Zero Dep,Manual,32875.0,First Owner,Petrol,5,Hatchback,Delhi,21.4,9,6.79,Maruti,Baleno
998.0,Comprehensive,Automatic,17314.0,Second Owner,Petrol,5,Hatchback,Delhi,23.95,9,3.36,Maruti,Alto
1197.0,Zero Dep,Manual,16325.0,First Owner,CNG,5,Hatchback,Delhi,28.073741935483874,9,7.27,Hyundai,Grand
1197.0,Comprehensive,Manual,64566.0,Second Owner,Petrol,5,Hatchback,Delhi,20.36,9,1.71,Hyundai,i10
1198.0,Third Party insurance,Manual,97943.0,First Owner,Petrol,5,Hatchback,Delhi,16.0,9,1.9,Honda,Jazz
1197.0,Third Party insurance,Manual,100000.0,First Owner,Petrol,5,Sedan,Delhi,19.1,11,4.5,Maruti,Swift
1197.0,Third Party insurance,Manual,50000.0,Second Owner,Petrol,5,Hatchback,Delhi,18.5,9,2.9,Maruti,Ritz
1462.0,Third Party insurance,Manual,30000.0,First Owner,CNG,7,MUV,Delhi,28.073741935483874,3,11.5,Maruti,Ertiga
1462.0,Third Party insurance,Manual,30000.0,First Owner,CNG,7,MUV,Delhi,28.073741935483874,3,11.5,Maruti,Ertiga
1196.0,Third Party insurance,Manual,50000.0,Second Owner,Petrol,5,Hatchback,Delhi,15.6,11,2.6,Ford,Figo
998.0,Third Party insurance,Manual,90000.0,Second Owner,Petrol,5,Hatchback,Delhi,18.9,16,1.7,Maruti,Wagon
1197.0,Third Party insurance,Manual,84505.0,First Owner,Petrol,5,Sedan,Delhi,22.41,9,1.87,Maruti,Swift
1591.0,Comprehensive,Manual,47960.0,First Owner,Petrol,5,Sedan,Delhi,17.01,9,6.13,Hyundai,Verna
998.0,Comprehensive,Automatic,53712.0,First Owner,Petrol,5,Hatchback,Delhi,20.51,9,3.56,Maruti,Wagon
998.0,Zero Dep,Manual,42071.0,First Owner,Petrol,5,Hatchback,Delhi,25.24,9,4.71,Maruti,Celerio
998.0,Comprehensive,Automatic,54797.0,First Owner,Petrol,5,Hatchback,Delhi,26.0,9,3.96,Maruti,Celerio
814.0,Third Party insurance,Manual,48144.0,First Owner,Petrol,5,Hatchback,Delhi,21.1,9,2.45,Hyundai,EON
1248.0,Third Party insurance,Automatic,44933.0,Third Owner,Diesel,5,Sedan,Delhi,28.4,9,7.49,Maruti,Swift
796.0,Comprehensive,Manual,67623.0,First Owner,CNG,4,Hatchback,Delhi,31.59,9,4.17,Maruti,Alto
2755.0,Third Party insurance,Manual,80000.0,First Owner,Diesel,7,SUV,Delhi,14.24,8,24.0,Toyota,Fortuner
2143.0,Third Party insurance,Automatic,80000.0,Second Owner,Diesel,5,SUV,Gurgaon,15.26,11,20.0,ML,250
999.0,Third Party insurance,Manual,10000.0,First Owner,Petrol,5,SUV,Delhi,20.08,3,16.0,Volkswagen,Taigun
1197.0,Third Party insurance,Manual,10000.0,First Owner,Petrol,5,Hatchback,Delhi,22.38,3,7.1,Maruti,Swift
1368.0,Third Party insurance,Manual,90000.0,First Owner,Petrol,5,Sedan,Delhi,15.0,15,1.9,Tata,Manza
1197.0,Third Party insurance,Manual,110000.0,Second Owner,Petrol,5,Hatchback,Gurgaon,18.6,10,3.7,Hyundai,i20
1591.0,Third Party insurance,Manual,60000.0,First Owner,Petrol,5,SUV,Delhi,15.8,6,9.5,Hyundai,Creta
998.0,Third Party insurance,Manual,90000.0,Second Owner,Petrol,5,Hatchback,Delhi,18.9,15,2.1,Maruti,Wagon
998.0,Zero Dep,Automatic,39502.0,First Owner,Petrol,5,Hatchback,Delhi,20.25,9,9.65,Hyundai,i20
1591.0,Zero Dep,Manual,65148.0,First Owner,Petrol,5,SUV,Delhi,15.8,9,9.34,Hyundai,Creta
998.0,Comprehensive,Automatic,37836.0,First Owner,Petrol,5,Hatchback,Delhi,26.0,9,4.58,Maruti,Celerio
998.0,Zero Dep,Manual,61292.0,First Owner,CNG,5,Hatchback,Delhi,32.52,9,5.62,Maruti,Wagon
998.0,Comprehensive,Manual,67212.0,First Owner,Petrol,5,Hatchback,Delhi,18.9,9,2.18,Maruti,Wagon
1197.0,Comprehensive,Manual,90383.0,First Owner,Petrol,5,Hatchback,Delhi,18.9,9,3.59,Hyundai,Grand
1086.0,Comprehensive,Manual,54291.0,First Owner,Petrol,5,Hatchback,Delhi,19.81,9,2.79,Hyundai,i10
1197.0,Zero Dep,Automatic,36405.0,First Owner,Petrol,5,Hatchback,Delhi,18.9,9,5.21,Hyundai,Grand
799.0,Comprehensive,Manual,14052.0,First Owner,Petrol,5,Hatchback,Delhi,25.17,9,3.87,Renault,KWID
998.0,Third Party insurance,Manual,90000.0,Second Owner,Petrol,5,Hatchback,Delhi,18.9,15,2.1,Maruti,Wagon
2198.0,Third Party insurance,Automatic,20000.0,First Owner,Diesel,7,SUV,Delhi,19.468419076229818,3,27.0,Mahindra,XUV700
2179.0,Third Party insurance,Automatic,30000.0,Second Owner,Diesel,7,SUV,Delhi,15.1,7,12.0,Mahindra,XUV500
2179.0,Third Party insurance,Automatic,30000.0,Second Owner,Diesel,7,SUV,Delhi,15.1,7,12.0,Mahindra,XUV500
1798.0,Third Party insurance,Manual,110000.0,Third Owner,Petrol,5,Sedan,Delhi,14.28,11,6.5,Toyota,Corolla
1298.0,Third Party insurance,Manual,60000.0,Second Owner,Petrol,5,Sedan,Delhi,17.5,15,1.75,Maruti,Swift
1798.0,Third Party insurance,Manual,120000.0,Second Owner,Petrol,5,Sedan,Delhi,14.28,8,9.5,Toyota,Corolla
796.0,Third Party insurance,Manual,20000.0,First Owner,Petrol,5,Hatchback,Delhi,22.05,4,3.7,Maruti,Alto
796.0,Zero Dep,Manual,26028.0,First Owner,Petrol,5,Hatchback,Delhi,22.05,9,2.9,Maruti,Alto
1197.0,Third Party insurance,Manual,19478.0,First Owner,Petrol,5,Hatchback,Delhi,18.6,9,6.02,Hyundai,i20
1197.0,Third Party insurance,Manual,64752.0,First Owner,Petrol,5,Hatchback,Delhi,18.6,9,2.01,Maruti,Swift
998.0,Comprehensive,Manual,17859.0,First Owner,Petrol,5,Hatchback,Delhi,19.0,9,1.41,Maruti,Zen
796.0,Third Party insurance,Manual,20000.0,First Owner,Petrol,5,Hatchback,Delhi,22.05,4,3.7,Maruti,Alto
999.0,Third Party insurance,Manual,30000.0,First Owner,Petrol,7,MUV,Delhi,20.0,3,6.25,Renault,Triber
2179.0,Third Party insurance,Manual,70000.0,First Owner,Diesel,7,SUV,Delhi,15.1,12,5.6,Mahindra,XUV500
1461.0,Third Party insurance,Manual,110000.0,First Owner,Diesel,5,SUV,Delhi,20.45,11,3.9,Renault,Duster
1197.0,Third Party insurance,Manual,50000.0,First Owner,Petrol,5,Hatchback,Delhi,20.36,13,2.6,Hyundai,i10
1497.0,Third Party insurance,Manual,21278.0,First Owner,Petrol,5,SUV,Delhi,17.0,9,9.34,Ford,Ecosport
999.0,Comprehensive,Manual,31433.0,First Owner,Petrol,5,Hatchback,Delhi,21.74,9,3.92,Renault,KWID
1197.0,Comprehensive,Manual,32722.0,Second Owner,Petrol,5,Hatchback,Delhi,18.9,9,4.54,Hyundai,Grand
998.0,Comprehensive,Manual,55465.0,Second Owner,Petrol,5,Hatchback,Delhi,20.51,9,2.83,Maruti,Wagon
1197.0,Comprehensive,Automatic,13225.0,First Owner,Petrol,5,Hatchback,Delhi,19.56,9,7.47,Maruti,Baleno
1198.0,Comprehensive,Manual,48185.0,First Owner,Petrol,5,Sedan,Delhi,18.0,9,4.73,Honda,Amaze
1199.0,Third Party insurance,Manual,16074.0,First Owner,Petrol,5,Hatchback,Delhi,20.09,9,5.45,Tata,Tiago
1197.0,Zero Dep,Manual,43589.0,Second Owner,Petrol,5,Hatchback,Delhi,18.9,9,4.2,Hyundai,Grand
1086.0,Zero Dep,Manual,28413.0,First Owner,Petrol,5,Hatchback,Delhi,20.3,9,4.61,Hyundai,Santro
1197.0,Comprehensive,Manual,49687.0,Second Owner,Petrol,5,Hatchback,Delhi,18.6,9,5.73,Hyundai,i20
2755.0,Third Party insurance,Automatic,100000.0,First Owner,Diesel,7,MUV,Delhi,11.36,7,15.0,Toyota,Innova
1197.0,Third Party insurance,Manual,100000.0,First Owner,Petrol,5,Sedan,Delhi,19.1,11,3.65,Maruti,Swift
1497.0,Third Party insurance,Manual,20000.0,First Owner,Petrol,5,Sedan,Delhi,17.7,4,12.5,Hyundai,Verna
1198.0,Third Party insurance,Manual,80000.0,Third Owner,Petrol,5,Hatchback,Delhi,16.47,11,3.5,Volkswagen,Polo
1197.0,Third Party insurance,Manual,80000.0,First Owner,Petrol,5,Hatchback,Delhi,20.4,8,3.95,Maruti,Swift
1956.0,Third Party insurance,Manual,20000.0,First Owner,Diesel,5,SUV,Delhi,16.35,4,17.5,Tata,Harrier
1591.0,Third Party insurance,Automatic,62194.0,Second Owner,Petrol,5,SUV,Delhi,13.0,9,9.75,Hyundai,Creta
1086.0,Third Party insurance,Manual,37987.0,First Owner,Petrol,5,Hatchback,Delhi,17.92,9,2.26,Hyundai,Santro
1199.0,Comprehensive,Manual,53491.0,Second Owner,Petrol,5,Hatchback,Delhi,18.7,9,4.93,Honda,Jazz
1197.0,Third Party insurance,Manual,106648.0,First Owner,Petrol,5,Hatchback,Delhi,18.6,9,4.96,Hyundai,i20
1197.0,Third Party insurance,Manual,58861.0,First Owner,Petrol,5,Hatchback,Delhi,18.5,9,2.14,Maruti,Ritz
998.0,Comprehensive,Manual,65014.0,First Owner,Petrol,5,Hatchback,Delhi,20.51,9,2.96,Maruti,Wagon
1197.0,Comprehensive,Manual,39170.0,First Owner,Petrol,5,Hatchback,Delhi,20.36,9,2.32,Hyundai,i10
799.0,Third Party insurance,Manual,27522.0,Second Owner,Petrol,5,Hatchback,Delhi,22.7,9,2.49,Datsun,RediGO
1248.0,Third Party insurance,Manual,40000.0,First Owner,Diesel,5,Hatchback,Delhi,22.9,12,4.0,Maruti,Swift
1248.0,Third Party insurance,Manual,110000.0,Second Owner,Diesel,5,Hatchback,Delhi,23.2,10,2.5,Maruti,Ritz
998.0,Third Party insurance,Manual,70000.0,Second Owner,Petrol,5,Hatchback,Delhi,20.3,9,2.25,Hyundai,EON
1086.0,Third Party insurance,Manual,70000.0,Second Owner,Petrol,5,Hatchback,Delhi,17.92,16,1.62,Hyundai,Santro
1497.0,Third Party insurance,Manual,40000.0,First Owner,Petrol,5,Sedan,Delhi,17.7,4,8.2,Hyundai,Verna
1991.0,Third Party insurance,Automatic,30000.0,First Owner,Petrol,5,Sedan,Delhi,15.0,4,65.0,Exclusive,E
999.0,Third Party insurance,Manual,10000.0,First Owner,Petrol,5,SUV,Delhi,19.17,3,8.8,Renault,Kiger
1248.0,Third Party insurance,Automatic,60000.0,First Owner,Diesel,5,Sedan,Delhi,28.09,6,6.6,Maruti,Ciaz
1120.0,Comprehensive,Manual,64000.0,First Owner,Diesel,5,Hatchback,Delhi,24.0,9,3.0,Hyundai,Grand
1198.0,Comprehensive,Manual,60000.0,First Owner,Petrol,5,Hatchback,Delhi,19.4,9,2.75,Honda,Brio
1198.0,Comprehensive,Manual,62000.0,First Owner,Petrol,5,Hatchback,Delhi,19.4,9,3.25,Honda,Brio
1984.0,Comprehensive,Automatic,9200.0,First Owner,Petrol,5,SUV,Delhi,18.929993251754546,9,31.5,Audi,Q2
1991.0,Comprehensive,Automatic,27600.0,First Owner,Petrol,5,SUV,Delhi,13.7,9,30.5,GLA,Class
2143.0,Comprehensive,Automatic,20120.0,First Owner,Diesel,5,Sedan,Delhi,17.9,9,30.9,CLA,Urban
2694.0,Comprehensive,Automatic,7400.0,First Owner,Petrol,7,MUV,Delhi,8.0,9,26.65,Toyota,Innova
1198.0,Comprehensive,Manual,66000.0,First Owner,Petrol,5,Hatchback,Delhi,17.0,9,2.75,Volkswagen,Polo
1497.0,Comprehensive,Manual,23000.0,First Owner,Diesel,5,Hatchback,Delhi,23.64,9,8.99,Tata,Altroz
1591.0,Comprehensive,Automatic,69000.0,First Owner,Petrol,5,Sedan,Delhi,17.1,9,6.1,Hyundai,Verna
1198.0,Third Party insurance,Manual,59000.0,First Owner,Petrol,5,Sedan,Delhi,18.0,9,4.05,Honda,Amaze
1995.0,Comprehensive,Automatic,49000.0,Third Owner,Diesel,5,Sedan,Delhi,18.12,9,15.0,BMW,5
1995.0,Third Party insurance,Automatic,22800.0,First Owner,Diesel,5,SUV,Delhi,20.68,9,20.5,BMW,X1
1353.0,Comprehensive,Automatic,60000.0,First Owner,Petrol,5,SUV,Delhi,16.5,9,15.25,Kia,Seltos
1582.0,Comprehensive,Manual,25000.0,First Owner,Diesel,5,SUV,Delhi,19.67,9,11.25,Hyundai,Creta
1196.0,Third Party insurance,Manual,56000.0,Second Owner,Petrol,5,Sedan,Delhi,18.16,9,4.59,Ford,Aspire
1196.0,Third Party insurance,Manual,19001.0,First Owner,Petrol,5,Sedan,Delhi,18.16,9,5.24,Ford,Aspire
1197.0,Comprehensive,Manual,70000.0,First Owner,Petrol,5,Hatchback,Delhi,18.6,9,4.75,Hyundai,i20
1198.0,Comprehensive,Manual,75001.0,First Owner,Petrol,5,Hatchback,Delhi,19.4,9,2.4,Honda,Brio
796.0,Comprehensive,Manual,48000.0,Second Owner,CNG,5,Hatchback,Delhi,30.46,9,2.49,Maruti,Alto
999.0,Comprehensive,Manual,40000.0,First Owner,Petrol,5,Hatchback,Delhi,18.78,9,5.99,Volkswagen,Polo
1196.0,Third Party insurance,Manual,7000.0,First Owner,Petrol,5,Sedan,Delhi,18.16,9,5.15,Ford,Aspire
1496.0,Third Party insurance,Automatic,68000.0,First Owner,Petrol,5,SUV,Delhi,14.7,9,6.15,Ford,Ecosport
1582.0,Third Party insurance,Manual,77000.0,First Owner,Diesel,5,Sedan,Delhi,22.32,9,3.85,Hyundai,Verna
999.0,Comprehensive,Manual,31000.0,First Owner,Petrol,5,Hatchback,Delhi,18.78,9,6.99,Volkswagen,Polo
1461.0,Third Party insurance,Manual,75000.0,Second Owner,Diesel,5,SUV,Delhi,19.01,9,3.65,Nissan,Terrano
1061.0,Third Party insurance,Manual,93000.0,First Owner,Petrol,5,Hatchback,Delhi,19.5,9,1.05,Maruti,Estilo
1047.0,Third Party insurance,Manual,64000.0,Second Owner,Diesel,5,Hatchback,Delhi,27.28,9,3.6,Tata,Tiago
1199.0,Third Party insurance,Automatic,40000.0,First Owner,Petrol,5,Hatchback,Delhi,23.84,9,4.75,Tata,Tiago
1197.0,Third Party insurance,Manual,27000.0,First Owner,Petrol,5,Hatchback,Delhi,20.36,9,2.75,Hyundai,i10
1198.0,Comprehensive,Manual,33000.0,First Owner,Petrol,5,SUV,Delhi,17.0,9,6.75,Tata,Nexon
2694.0,Comprehensive,Automatic,21500.0,First Owner,Petrol,7,SUV,Delhi,10.0,9,35.5,Toyota,Fortuner
1950.0,Comprehensive,Automatic,16000.0,First Owner,Diesel,5,Sedan,Delhi,16.1,9,69.0,Exclusive,E
1996.0,Comprehensive,Automatic,17000.0,First Owner,Diesel,6,SUV,Delhi,12.4,9,40.0,MG,Gloster
1493.0,Comprehensive,Automatic,35000.0,First Owner,Diesel,6,SUV,Delhi,18.1,9,19.5,Hyundai,Alcazar
1197.0,Comprehensive,Manual,45000.0,First Owner,Petrol,5,Hatchback,Delhi,18.6,9,6.21,Hyundai,i20
1197.0,Comprehensive,Manual,70000.0,First Owner,Petrol,5,Hatchback,Delhi,18.5,9,4.75,Hyundai,i20
1373.0,Comprehensive,Manual,24000.0,Second Owner,Petrol,5,Sedan,Delhi,20.73,9,7.75,Maruti,Ciaz
